Symbol;Entrez;Genetype
PHRF1;57661;protein-coding
ELP1;8518;protein-coding
NUCB2;4925;protein-coding
PFN2;5217;protein-coding
PTPN3;5774;protein-coding
SPTB;6710;protein-coding
DAPP1;27071;protein-coding
SLC44A1;23446;protein-coding
TMEM260;54916;protein-coding
SMG6;23293;protein-coding
EXOC5;10640;protein-coding
CLTCL1;8218;protein-coding
FGF22;27006;protein-coding
FSTL3;10272;protein-coding
DGCR2;9993;protein-coding
RNF126;55658;protein-coding
MNT;4335;protein-coding
ZXDC;79364;protein-coding
JMJD6;23210;protein-coding
POLB;5423;protein-coding
ST6GALNAC1;55808;protein-coding
WIPI1;55062;protein-coding
GBA2;57704;protein-coding
NDST1;3340;protein-coding
ASNS;440;protein-coding
AP3M2;10947;protein-coding
CNGB1;1258;protein-coding
ST6GALNAC2;10610;protein-coding
CHAT;1103;protein-coding
PABPC1;26986;protein-coding
TESK2;10420;protein-coding
CFAP20;29105;protein-coding
CSNK2A2;1459;protein-coding
PTPN21;11099;protein-coding
EIF2B3;8891;protein-coding
TCOF1;6949;protein-coding
CDC42;998;protein-coding
OSBPL3;26031;protein-coding
SLC12A3;6559;protein-coding
RAD18;56852;protein-coding
ATP2B1;490;protein-coding
NCK2;8440;protein-coding
MAP4K4;9448;protein-coding
MGAT4A;11320;protein-coding
RPL31;6160;protein-coding
WDR1;9948;protein-coding
SNX13;23161;protein-coding
ARHGAP10;79658;protein-coding
RPS6KA2;6196;protein-coding
ING3;54556;protein-coding
VASH1;22846;protein-coding
LMCD1;29995;protein-coding
BUD23;114049;protein-coding
SEL1L;6400;protein-coding
TRIP13;9319;protein-coding
ATP6AP1;537;protein-coding
TCF3;6929;protein-coding
TRIB2;28951;protein-coding
DAZAP1;26528;protein-coding
MBD3;53615;protein-coding
HLTF;6596;protein-coding
FAM50A;9130;protein-coding
FAM3A;60343;protein-coding
CPSF1;29894;protein-coding
CYBRD1;79901;protein-coding
CDH19;28513;protein-coding
PDCD2;5134;protein-coding
SLC6A15;55117;protein-coding
RDH11;51109;protein-coding
PRKACA;5566;protein-coding
ADGRL1;22859;protein-coding
ACTN1;87;protein-coding
ZFYVE26;23503;protein-coding
RPS6KA6;27330;protein-coding
EPN2;22905;protein-coding
PTPN18;26469;protein-coding
LIMS2;55679;protein-coding
SPEG;10290;protein-coding
LNX1;84708;protein-coding
ALDH3A2;224;protein-coding
TFRC;7037;protein-coding
SREBF1;6720;protein-coding
AFF4;27125;protein-coding
UBE2D1;7321;protein-coding
PALS1;64398;protein-coding
RHOBTB1;9886;protein-coding
SMC1A;8243;protein-coding
HSD17B10;3028;protein-coding
MARK2;2011;protein-coding
HMMR;3161;protein-coding
CHFR;55743;protein-coding
TRHDE;29953;protein-coding
P4HA2;8974;protein-coding
NFATC3;4775;protein-coding
TRNT1;51095;protein-coding
ACADVL;37;protein-coding
STK10;6793;protein-coding
FBXW11;23291;protein-coding
ACAP1;9744;protein-coding
DERL2;51009;protein-coding
NDE1;54820;protein-coding
IRAG1;10335;protein-coding
TMEM38A;79041;protein-coding
AP1M1;8907;protein-coding
PVR;5817;protein-coding
XRCC1;7515;protein-coding
SCARB1;949;protein-coding
MCM2;4171;protein-coding
PANX2;56666;protein-coding
SELENOO;83642;protein-coding
TP63;8626;protein-coding
ALPK1;80216;protein-coding
LLGL2;3993;protein-coding
PDE8A;5151;protein-coding
CLCN4;1183;protein-coding
NLE1;54475;protein-coding
SDHA;6389;protein-coding
SMARCE1;6605;protein-coding
GSDMB;55876;protein-coding
KDM5A;5927;protein-coding
ADAM11;4185;protein-coding
PPP2R3A;5523;protein-coding
FERMT2;10979;protein-coding
DHRS9;10170;protein-coding
PTGS2;5743;protein-coding
IGF2BP2;10644;protein-coding
MAP3K13;9175;protein-coding
ST6GAL1;6480;protein-coding
FRY;10129;protein-coding
PICALM;8301;protein-coding
NSF;4905;protein-coding
CLASP1;23332;protein-coding
MRPS34;65993;protein-coding
NOTCH3;4854;protein-coding
CLNS1A;1207;protein-coding
TEAD2;8463;protein-coding
EED;8726;protein-coding
TSG101;7251;protein-coding
NCBP3;55421;protein-coding
ATP2A3;489;protein-coding
CA12;771;protein-coding
MGLL;11343;protein-coding
NTN4;59277;protein-coding
BCS1L;617;protein-coding
NUAK1;9891;protein-coding
DPP8;54878;protein-coding
SLC24A1;9187;protein-coding
ZNF532;55205;protein-coding
LMAN1;3998;protein-coding
HACD3;51495;protein-coding
ZZEF1;23140;protein-coding
ENO1;2023;protein-coding
MYDGF;56005;protein-coding
ANO8;57719;protein-coding
TUBE1;51175;protein-coding
ARHGEF10L;55160;protein-coding
TXK;7294;protein-coding
TACR2;6865;protein-coding
ACTR6;64431;protein-coding
TIPIN;54962;protein-coding
SRI;6717;protein-coding
EIF4G3;8672;protein-coding
NUP37;79023;protein-coding
SEMA3A;10371;protein-coding
GTSE1;51512;protein-coding
SEMA3C;10512;protein-coding
TTC38;55020;protein-coding
ACAT1;38;protein-coding
GRAMD4;23151;protein-coding
CELSR1;9620;protein-coding
WNT8B;7479;protein-coding
ZNF638;27332;protein-coding
SLC25A40;55972;protein-coding
TIMM21;29090;protein-coding
RASAL2;9462;protein-coding
VPS9D1;9605;protein-coding
ZNF37A;7587;protein-coding
MARK3;4140;protein-coding
SLC25A3;5250;protein-coding
FNDC3B;64778;protein-coding
FOSL2;2355;protein-coding
CACNG4;27092;protein-coding
FRYL;285527;protein-coding
TMEM131;23505;protein-coding
FSCN1;6624;protein-coding
ACTB;60;protein-coding
MOCOS;55034;protein-coding
PLD1;5337;protein-coding
ATP12A;479;protein-coding
WDR62;284403;protein-coding
DLG1;1739;protein-coding
RAB7A;7879;protein-coding
BCAP29;55973;protein-coding
SEC31B;25956;protein-coding
SART3;9733;protein-coding
ARHGAP15;55843;protein-coding
EXOSC7;23016;protein-coding
KIFAP3;22920;protein-coding
MKRN2;23609;protein-coding
MCM6;4175;protein-coding
REXO2;25996;protein-coding
RBM7;10179;protein-coding
RBMS2;5939;protein-coding
BAZ2A;11176;protein-coding
PTPN23;25930;protein-coding
MLH1;4292;protein-coding
UNG;7374;protein-coding
FMO4;2329;protein-coding
KLHL20;27252;protein-coding
SLC46A1;113235;protein-coding
PLXNA2;5362;protein-coding
SPAG5;10615;protein-coding
ANKRD13A;88455;protein-coding
TPD52;7163;protein-coding
ACACB;32;protein-coding
TRAF4;9618;protein-coding
PAG1;55824;protein-coding
GPATCH1;55094;protein-coding
ICAM3;3385;protein-coding
NT5C2;22978;protein-coding
MCAM;4162;protein-coding
GPC4;2239;protein-coding
MBNL3;55796;protein-coding
CAMSAP3;57662;protein-coding
RAP1GAP;5909;protein-coding
XAB2;56949;protein-coding
ARHGEF1;9138;protein-coding
STXBP2;6813;protein-coding
MAP2K7;5609;protein-coding
NMRK2;27231;protein-coding
DGKD;8527;protein-coding
CTTNBP2;83992;protein-coding
RARB;5915;protein-coding
TOP2B;7155;protein-coding
TM9SF3;56889;protein-coding
NFKB2;4791;protein-coding
UBE2T;29089;protein-coding
PPP1R12B;4660;protein-coding
DNAJC10;54431;protein-coding
GTF3C1;2975;protein-coding
IL4R;3566;protein-coding
USP33;23032;protein-coding
PAK3;5063;protein-coding
CAPN6;827;protein-coding
SNRPA;6626;protein-coding
SPAG6;9576;protein-coding
EXOSC5;56915;protein-coding
DYNC1I2;1781;protein-coding
APBB1IP;54518;protein-coding
LRCH4;4034;protein-coding
FAM76B;143684;protein-coding
SIRT6;51548;protein-coding
POLD3;10714;protein-coding
ACTN2;88;protein-coding
CAPZB;832;protein-coding
GPR137B;7107;protein-coding
NAALAD2;10003;protein-coding
JADE1;79960;protein-coding
SLC25A43;203427;protein-coding
UBE2A;7319;protein-coding
FGFR1;2260;protein-coding
SMC1B;27127;protein-coding
FBLN1;2192;protein-coding
CST7;8530;protein-coding
MAP2;4133;protein-coding
PIAS2;9063;protein-coding
ARAF;369;protein-coding
MCCC1;56922;protein-coding
LAMP3;27074;protein-coding
FAP;2191;protein-coding
NEBL;10529;protein-coding
ACER3;55331;protein-coding
UBE2K;3093;protein-coding
PIK3C3;5289;protein-coding
N4BP2;55728;protein-coding
TIGAR;57103;protein-coding
TULP3;7289;protein-coding
SYNJ2;8871;protein-coding
PPP2R5C;5527;protein-coding
GNB1;2782;protein-coding
EDN1;1906;protein-coding
MLLT10;8028;protein-coding
ZCWPW1;55063;protein-coding
ITM2A;9452;protein-coding
NRDC;4898;protein-coding
VDAC3;7419;protein-coding
PCM1;5108;protein-coding
TNRC6C;57690;protein-coding
CBFA2T2;9139;protein-coding
ITCH;83737;protein-coding
TP53INP2;58476;protein-coding
SDF4;51150;protein-coding
MYH7B;57644;protein-coding
TP73;7161;protein-coding
TOLLIP;54472;protein-coding
UBE2D4;51619;protein-coding
CLUL1;27098;protein-coding
THOC1;9984;protein-coding
FKBP7;51661;protein-coding
OSBPL6;114880;protein-coding
SLC1A3;6507;protein-coding
XRCC5;7520;protein-coding
LXN;56925;protein-coding
SP140;11262;protein-coding
MKNK1;8569;protein-coding
TNS1;7145;protein-coding
REXO1;57455;protein-coding
SAR1A;56681;protein-coding
CDC14A;8556;protein-coding
RAPGEF3;10411;protein-coding
CEACAM1;634;protein-coding
SENP1;29843;protein-coding
DUSP13B;51207;protein-coding
CIC;23152;protein-coding
LIPE;3991;protein-coding
FDFT1;2222;protein-coding
PAFAH1B3;5050;protein-coding
OPHN1;4983;protein-coding
KIF22;3835;protein-coding
CARMIL1;55604;protein-coding
PGM1;5236;protein-coding
DDX1;1653;protein-coding
DNM2;1785;protein-coding
EPB41L2;2037;protein-coding
MOXD1;26002;protein-coding
STX7;8417;protein-coding
RABL2B;11158;protein-coding
KEAP1;9817;protein-coding
DDX43;55510;protein-coding
PTPRH;5794;protein-coding
SLC35C2;51006;protein-coding
CRYBG3;131544;protein-coding
RFX3;5991;protein-coding
RIF1;55183;protein-coding
RAB21;23011;protein-coding
SLC4A4;8671;protein-coding
SMARCA2;6595;protein-coding
SESN1;27244;protein-coding
MID2;11043;protein-coding
COL5A3;50509;protein-coding
SRCAP;10847;protein-coding
PUM3;9933;protein-coding
CHRNA3;1136;protein-coding
KCNN2;3781;protein-coding
CNOT4;4850;protein-coding
PSEN1;5663;protein-coding
CPOX;1371;protein-coding
CLDND1;56650;protein-coding
MOK;5891;protein-coding
HSP90AA1;3320;protein-coding
RBL1;5933;protein-coding
DLGAP4;22839;protein-coding
NDC80;10403;protein-coding
AP4E1;23431;protein-coding
RSBN1;54665;protein-coding
MAGI3;260425;protein-coding
CXCL2;2920;protein-coding
TCF7;6932;protein-coding
OSTM1;28962;protein-coding
PCNP;57092;protein-coding
EXD2;55218;protein-coding
ARG2;384;protein-coding
MEF2C;4208;protein-coding
PTPRC;5788;protein-coding
UBA5;79876;protein-coding
STK17B;9262;protein-coding
CDC14B;8555;protein-coding
ZNF510;22869;protein-coding
LRP2;4036;protein-coding
ZNF506;440515;protein-coding
JMJD4;65094;protein-coding
DUSP12;11266;protein-coding
AACS;65985;protein-coding
DELE1;9812;protein-coding
PCDHGA2;56113;protein-coding
IFT25;51668;protein-coding
PHLPP1;23239;protein-coding
ATP8B1;5205;protein-coding
IL12RB2;3595;protein-coding
SMARCD3;6604;protein-coding
WDR70;55100;protein-coding
FYB1;2533;protein-coding
MPP4;58538;protein-coding
STRADB;55437;protein-coding
BZW1;9689;protein-coding
C1QTNF3;114899;protein-coding
ME2;4200;protein-coding
C5orf22;55322;protein-coding
CCNT2;905;protein-coding
FAM135A;57579;protein-coding
EPB41L3;23136;protein-coding
COBLL1;22837;protein-coding
DLG3;1741;protein-coding
SERTAD4;56256;protein-coding
TRAF5;7188;protein-coding
MRPL22;29093;protein-coding
GEMIN5;25929;protein-coding
OPRK1;4986;protein-coding
NFE2L1;4779;protein-coding
SEMA5B;54437;protein-coding
GSK3B;2932;protein-coding
ITGB5;3693;protein-coding
ERC1;23085;protein-coding
XPO1;7514;protein-coding
RNF13;11342;protein-coding
PALB2;79728;protein-coding
DOP1A;23033;protein-coding
LYRM2;57226;protein-coding
BCKDHB;594;protein-coding
KAT6A;7994;protein-coding
TUT7;79670;protein-coding
ULK2;9706;protein-coding
GRHL2;79977;protein-coding
TNPO1;3842;protein-coding
PLOD1;5351;protein-coding
P2RX5;5026;protein-coding
ITGAE;3682;protein-coding
DIS3;22894;protein-coding
PIBF1;10464;protein-coding
TDRD3;81550;protein-coding
NUFIP1;26747;protein-coding
PDS5B;23047;protein-coding
OXCT1;5019;protein-coding
RRAGB;10325;protein-coding
CYLD;1540;protein-coding
SLC27A5;10998;protein-coding
ZNF324;25799;protein-coding
ZNF671;79891;protein-coding
ZNF416;55659;protein-coding
ZNF586;54807;protein-coding
ZNF446;55663;protein-coding
ZNF264;9422;protein-coding
RPS5;6193;protein-coding
FAT1;2195;protein-coding
YTHDC1;91746;protein-coding
CHMP2B;25978;protein-coding
SMAP2;64744;protein-coding
PPIE;10450;protein-coding
ZMPSTE24;10269;protein-coding
STARD7;56910;protein-coding
NOA1;84273;protein-coding
REST;5978;protein-coding
HAL;3034;protein-coding
SSH1;54434;protein-coding
GSTP1;2950;protein-coding
APLP2;334;protein-coding
FAM234B;57613;protein-coding
SLCO1A2;6579;protein-coding
WBP11;51729;protein-coding
EIF3I;8668;protein-coding
COL16A1;1307;protein-coding
TXLNA;200081;protein-coding
NCOA1;8648;protein-coding
AGBL5;60509;protein-coding
EFR3B;22979;protein-coding
KIF3C;3797;protein-coding
RAB10;10890;protein-coding
HADHA;3030;protein-coding
MAPRE3;22924;protein-coding
CAD;790;protein-coding
CD59;966;protein-coding
CD82;3732;protein-coding
BCORL1;63035;protein-coding
ATRX;546;protein-coding
AK6;102157402;protein-coding
MYNN;55892;protein-coding
MECOM;2122;protein-coding
SCAMP1;9522;protein-coding
PREP;5550;protein-coding
HACE1;57531;protein-coding
SEH1L;81929;protein-coding
WDR47;22911;protein-coding
WDFY1;57590;protein-coding
OVGP1;5016;protein-coding
SLC25A24;29957;protein-coding
MAP3K4;4216;protein-coding
IGSF9;57549;protein-coding
ABCB1;5243;protein-coding
ZNF213;7760;protein-coding
AKR1B1;231;protein-coding
CPNE3;8895;protein-coding
RRN3;54700;protein-coding
CTTN;2017;protein-coding
WNT11;7481;protein-coding
MTIF2;4528;protein-coding
DDHD2;23259;protein-coding
TTC39A;22996;protein-coding
EPS15;2060;protein-coding
ORC1;4998;protein-coding
MGST2;4258;protein-coding
CHERP;10523;protein-coding
ATG16L1;55054;protein-coding
USP40;55230;protein-coding
POMGNT1;55624;protein-coding
RAD54L;8438;protein-coding
MAST2;23139;protein-coding
DNAJA1;3301;protein-coding
B4GALT1;2683;protein-coding
CHMP5;51510;protein-coding
NFX1;4799;protein-coding
AQP6;363;protein-coding
DIMT1;27292;protein-coding
IPO11;51194;protein-coding
EIF2AK1;27102;protein-coding
SNX10;29887;protein-coding
SEPHS1;22929;protein-coding
MRPL28;10573;protein-coding
HBQ1;3049;protein-coding
ITPKC;80271;protein-coding
FAT2;2196;protein-coding
RBM22;55696;protein-coding
TMED2;10959;protein-coding
ERO1B;56605;protein-coding
ZFAND6;54469;protein-coding
TXLNG;55787;protein-coding
LAT2;7462;protein-coding
HUWE1;10075;protein-coding
ZW10;9183;protein-coding
ALG9;79796;protein-coding
ACOX3;8310;protein-coding
MTMR2;8898;protein-coding
PPP1R15A;23645;protein-coding
HSD17B14;51171;protein-coding
TRIP6;7205;protein-coding
ACHE;43;protein-coding
FTL;2512;protein-coding
SRRT;51593;protein-coding
BAX;581;protein-coding
NLK;51701;protein-coding
PIGS;94005;protein-coding
TMPRSS11E;28983;protein-coding
ATXN7L3;56970;protein-coding
PGS1;9489;protein-coding
PSMC5;5705;protein-coding
UIMC1;51720;protein-coding
MMP2;4313;protein-coding
LPCAT2;54947;protein-coding
GNAO1;2775;protein-coding
OGFOD1;55239;protein-coding
SH3BP2;6452;protein-coding
NOP14;8602;protein-coding
ADD1;118;protein-coding
L2HGDH;79944;protein-coding
TXNDC16;57544;protein-coding
RTRAF;51637;protein-coding
NID2;22795;protein-coding
GMCL1;64395;protein-coding
SF3B2;10992;protein-coding
KLHL42;57542;protein-coding
GNAS;2778;protein-coding
DNM1L;10059;protein-coding
PTHLH;5744;protein-coding
ERGIC2;51290;protein-coding
TFAP2C;7022;protein-coding
AURKA;6790;protein-coding
CASS4;57091;protein-coding
PIR;8544;protein-coding
AAMDC;28971;protein-coding
RFX2;5990;protein-coding
METTL2A;339175;protein-coding
SULT2B1;6820;protein-coding
ALG6;29929;protein-coding
CNOT3;4849;protein-coding
PTPN4;5775;protein-coding
DDX18;8886;protein-coding
KHSRP;8570;protein-coding
GNA11;2767;protein-coding
ASAP3;55616;protein-coding
EDEM2;55741;protein-coding
DNMT3B;1789;protein-coding
REM1;28954;protein-coding
TPX2;22974;protein-coding
PDRG1;81572;protein-coding
EPB41L1;2036;protein-coding
DOCK9;23348;protein-coding
ANKRD10;55608;protein-coding
TGDS;23483;protein-coding
DOCK3;1795;protein-coding
C3orf18;51161;protein-coding
COQ9;57017;protein-coding
TMEM40;55287;protein-coding
KIF9;64147;protein-coding
ARHGAP28;79822;protein-coding
CRLS1;54675;protein-coding
PPP1R13B;23368;protein-coding
ATRN;8455;protein-coding
SMOX;54498;protein-coding
FKBP1A;2280;protein-coding
NSFL1C;55968;protein-coding
SLC4A11;83959;protein-coding
DNAAF9;25943;protein-coding
ZNF343;79175;protein-coding
EBF4;57593;protein-coding
CPXM1;56265;protein-coding
MAVS;57506;protein-coding
LZTS3;9762;protein-coding
XRN2;22803;protein-coding
KIZ;55857;protein-coding
DYNLL1;8655;protein-coding
TESC;54997;protein-coding
SNX5;27131;protein-coding
RPL6;6128;protein-coding
MAPKAPK5;8550;protein-coding
ESF1;51575;protein-coding
RBBP9;10741;protein-coding
ANAPC5;51433;protein-coding
SLC23A2;9962;protein-coding
SLC8B1;80024;protein-coding
TMEM230;29058;protein-coding
DZANK1;55184;protein-coding
KDM2B;84678;protein-coding
LHX5;64211;protein-coding
TASP1;55617;protein-coding
OAS1;4938;protein-coding
GCN1;10985;protein-coding
RPLP0;6175;protein-coding
PXN;5829;protein-coding
SIRT4;23409;protein-coding
KIF16B;55614;protein-coding
TRMT6;51605;protein-coding
PEBP1;5037;protein-coding
BRAP;8315;protein-coding
ERP29;10961;protein-coding
FUS;2521;protein-coding
IGBP1;3476;protein-coding
FXYD5;53827;protein-coding
ZNF302;55900;protein-coding
GRAMD1A;57655;protein-coding
FXYD3;5349;protein-coding
HEPH;9843;protein-coding
CDIP1;29965;protein-coding
CMTM1;113540;protein-coding
GANAB;23193;protein-coding
GMIP;51291;protein-coding
RBM41;55285;protein-coding
BIRC5;332;protein-coding
MLF2;8079;protein-coding
OTUB2;78990;protein-coding
DDX24;57062;protein-coding
ZBTB25;7597;protein-coding
NECAP1;25977;protein-coding
ARHGAP4;393;protein-coding
ANKRD24;170961;protein-coding
DHX32;55760;protein-coding
RCOR1;23186;protein-coding
GPATCH2L;55668;protein-coding
LTBP4;8425;protein-coding
BLVRB;645;protein-coding
SLC9A1;6548;protein-coding
SPTLC1;10558;protein-coding
PAPOLA;10914;protein-coding
CCNK;8812;protein-coding
PCBP4;57060;protein-coding
YPEL3;83719;protein-coding
MRPS33;51650;protein-coding
NDUFB2;4708;protein-coding
NUDC;10726;protein-coding
MAEA;10296;protein-coding
ICAM1;3383;protein-coding
STRN4;29888;protein-coding
MUL1;79594;protein-coding
TFAP4;7023;protein-coding
PDCD7;10081;protein-coding
SPG21;51324;protein-coding
DNAJB11;51726;protein-coding
P3H2;55214;protein-coding
THPO;7066;protein-coding
CHRD;8646;protein-coding
FLT3LG;2323;protein-coding
RAB11FIP3;9727;protein-coding
GNPTG;84572;protein-coding
ZNF268;10795;protein-coding
GOLGA3;2802;protein-coding
PABPC4;8761;protein-coding
CERS4;79603;protein-coding
MCOLN1;57192;protein-coding
USP48;84196;protein-coding
EFNB1;1947;protein-coding
PDPR;55066;protein-coding
AARS1;16;protein-coding
GLG1;2734;protein-coding
KIF4A;24137;protein-coding
TNRC6A;27327;protein-coding
PLEKHG2;64857;protein-coding
DLL3;10683;protein-coding
NAT14;57106;protein-coding
PITPNM2;57605;protein-coding
EXOC1;55763;protein-coding
RBM27;54439;protein-coding
OSBPL8;114882;protein-coding
DTX2;113878;protein-coding
PUS7;54517;protein-coding
LAMB4;22798;protein-coding
NRCAM;4897;protein-coding
LAMB1;3912;protein-coding
SLC26A4;5172;protein-coding
DLD;1738;protein-coding
WDR7;23335;protein-coding
TXNL1;9352;protein-coding
ABCC6;368;protein-coding
CMTM6;54918;protein-coding
ITGA6;3655;protein-coding
RAPGEF4;11069;protein-coding
MAP3K20;51776;protein-coding
SMPX;23676;protein-coding
FH;2271;protein-coding
SEL1L3;23231;protein-coding
CDV3;55573;protein-coding
MYO15A;51168;protein-coding
ALKBH5;54890;protein-coding
NLRP1;22861;protein-coding
PITPNM3;83394;protein-coding
SPAG7;9552;protein-coding
ORC6;23594;protein-coding
ZFHX4;79776;protein-coding
ZC3HC1;51530;protein-coding
RGS17;26575;protein-coding
ANGPT2;285;protein-coding
TMEM101;84336;protein-coding
CD200;4345;protein-coding
CCDC80;151887;protein-coding
PSME1;5720;protein-coding
PPP2R3C;55012;protein-coding
HAUS4;54930;protein-coding
MYH7;4625;protein-coding
CEBPE;1053;protein-coding
SLC7A8;23428;protein-coding
OSGEP;55644;protein-coding
SLC22A17;51310;protein-coding
RNF31;55072;protein-coding
SCFD1;23256;protein-coding
G2E3;55632;protein-coding
HECTD1;25831;protein-coding
HNRNPC;3183;protein-coding
RPGRIP1;57096;protein-coding
SUPT16H;11198;protein-coding
TOX4;9878;protein-coding
GEMIN2;8487;protein-coding
TGM1;7051;protein-coding
TINF2;26277;protein-coding
